check	cek1
call	ko1
van仔	wen1 zai2
call機	ko1 gei1
……餐飽	caan1 baau2
…爲真	wai4 zan1
…份人	fan6 jan4
…你個頭	nei5 go3 tau4
…你個死人頭	nei5 go3 sei2 jan4 tau4
…到唔恨	dou3 m4 han6
…到夠	dou3 gau3
…噉頭	gam2 tau4
…噉頭	gam2 tau2
…噉款	gam2 fun2
…埋曬	maai4 saai3
…得嚟	dak1 lai4
…生曬	saang1 saai3
…起上嚟	hei2 soeng5 lai4
…起身嚟	hei2 san1 lai4
…都似	dou1 ci5
…都有嘅	dou1 jau5 ge2
…餐懵嘅	caan1 mung2 ge3
…鬼…馬	gwai2 maa5
game	gem1
keep	kip1
mark	maak1
㩧1	bok1
㩧2	bok1
一住…	jat1 zu6
一便…	jat1 bin6
一頭…	jat1 tau4
一時時	
一條氣	
一腳踢	jat1
一自…	jat1 zi6
一陣間	
丁1	ding1
丁2	ding1
下1	haa5
下2	haa5
專登	
久一…久二…	gau2 jat1 gau2 ji6
之唔系	
爭1	zaang1
爭2	zaang1
人工1	jan4 gung1
人工2	jan4 gung1
任…唔嬲	jam6 m4 nau1
企	
似1	ci5
似2	ci5
佢	keoi5
𠍲，渠	keoi5
侵1	cam1
侵2	cam1
倔篤	gwat6 duk1
𡰪、㞘、䐁	gwat6 duk1
假假地都系…	gaa2 gaa2 dei6 dou1 hai6
假假地都系…	gaa2 gaa2 dei2 dou1 hai6
先1	sin1
先2	sin1
先3	sin1
兜1	dau1
兜2	dau1
冇得…	mou5 dak1
冇計1	mou5 gai3
冇計1	mou5 gai2
冇計2	mou5 gai3
冇計2	mou5 gai2
冧1	lam1
冧2	lam1
冧公頭	lam1
冷手執個熱煎䭔	laang5
鑿1	zok6
鑿2	zok6
刨	
利市	lai6 si6
事、是	lai6 si6
制1	zai3
制2	zai3
剃眼眉	tai1
削仔	soek3
包頂頸	
匿埋	nei1
千揀萬揀，揀得個爛燈盞	cin1 gaan2 maan6 gaan2 gaan2 dak1 go3 laan6 dang1 zaan2
雙窬牆3	soeng1 jyu4 coeng4
雙窬牆3	soeng1 jyu2 coeng4
合	gaap3
合	gap3
夾、㪉	gaap3
夾、㪉	gap3
吊鐘1	diu3 zung1
吊鐘2	diu3 zung1
味1	mei6
味2	mei6
咪1	mai1
咪2	mai1
咳1	kat1
